ParkID,GreenspaceParkID,ParkName,ParkTypeDescription,Area,Perimeter
1869,,Bennington 2 Drainage Reserve,Local/Community Park,3417,336
1870,,Bennington 1 Drainage Reserve,Local/Community Park,1897,304
1871,,George West Reserve,Local/Community Park,838,139
1872,,Kingsford Smith Reserve,Garden & Heritage Park,887,182
1873,,Mustang 1 Drainage Reserve,Local/Community Park,2521,302
1874,,Mustang 2 Drainage Reserve,Local/Community Park,4419,388
1875,,Mustang 3 Drainage Reserve,Local/Community Park,4239,356
1876,,Te Kahu Park,Sports Park,44990,862
1877,,Raukura Park,Local/Community Park,10011,440
1878,,Kahurangi 1 Drainage Reserve,Local/Community Park,42231,826
1879,,Kahurangi 2 Drainage Reserve,Local/Community Park,54055,963
1880,,Kahurangi 3 Drainage Reserve,Local/Community Park,53850,1625
1881,,Nga Puna Wai,Sports Park,833907,6627
1882,,Nga Puna Wai North,Sports Park,107623,2790
1883,,Canterbury Agricultural Park,Sports Park,423588,3819
1887,,Canice Reserve,Local/Community Park,1604,292
1888,,Fintan Reserve,Local/Community Park,3135,267
1889,,Heathcote Esplanade Reserve,Local/Community Park,9943,899
1890,,Euphrasie Reserve,Local/Community Park,2008,196
1891,,Malachy Drainage Reserve,Local/Community Park,396,90
1892,,Quarry View Drainage Reserve,Local/Community Park,15002,669
1893,,Quarry View Park,Local/Community Park,2500,201
1895,,Bridgestone Drainage Reserve,Local/Community Park,13327,981
1897,,Awatea South Basin 1 Drainage Reserve,Local/Community Park,40726,1327
1899,,Awatea South Basin 2 Drainage Reserve,Local/Community Park,5301,367
1900,,Albion Square,Garden & Heritage Park,1260,163
1901,,Smacks Creek Esplanade Reserve,Local/Community Park,6482,605
1902,,Withers Family Park,Local/Community Park,670,118
1903,,Somerville Corridor Reserve,Local/Community Park,6598,709
1904,,Templetons Esplanade Reserve,Local/Community Park,2369,222
1905,,Carrs North Basin Drainage Reserve,Local/Community Park,40296,1222
1906,,Carrs South Basin Drainage Reserve,Local/Community Park,33787,933
1909,,Charlotte Lane Park,Local/Community Park,455,172
1910,,St Florian Reserve,Local/Community Park,3036,243
1911,,St Lukes East Drainage Reserve,Local/Community Park,3562,459
1912,,Ripene Ma,Local/Community Park,1098,138
1913,,Tunnel Road Drainage Reserve,Local/Community Park,2594,458
1914,,Kennaway Drainage Reserve,Local/Community Park,5619,467
1915,,Milns Drainage Reserve,Local/Community Park,10452,666
1957,,Worcester Pump Station Park,Local/Community Park,227,62
1958,,New Brighton Mall Playground,Local/Community Park,235,64
1960,,Hayton Stream 1 Drainage Reserve,Local/Community Park,15084,867
1962,,Hayton Stream 2 Drainage Reserve,Local/Community Park,25223,1570
1963,,Heathcote Riverbank True Left East,Local/Community Park,13264,4322
1964,,Heathcote Riverbank True Left South,Local/Community Park,30557,10643
1965,,Heathcote Riverbank True Right East,Local/Community Park,28036,8326
1966,,Heathcote Riverbank True Right South,Local/Community Park,50389,12739
1968,,Mackinder Drainage Reserve,Local/Community Park,40146,1117
1970,,Pilkington Drainage Reserve,Local/Community Park,3300,461
1972,,The Runway,Local/Community Park,2880,412
1974,,Upper Heathcote Esplanade Reserve,Local/Community Park,26721,1866
1976,,Halswell Junction Drainage Reserve,Local/Community Park,723,180
1979,,Dow Park,Local/Community Park,406,86
1981,,Platinum Park,Local/Community Park,2073,316
1982,,Platinum Drainage Reserve,Local/Community Park,1756,317
1984,,Greenaway Park,Local/Community Park,4149,291
1986,,John Annan Park,Local/Community Park,1562,208
1987,,John Annan 2 Drainage Reserve,Local/Community Park,196,81
1988,,John Annan 1 Drainage Reserve,Local/Community Park,186,74
1992,,Hedge Drainage Reserve,Local/Community Park,379,140
1994,,McDermott Drainage Reserve,Local/Community Park,208,73
1996,,Belgrave Drainage Reserve,Local/Community Park,156,60
1997,,Graycliffe Drainage Reserve,Local/Community Park,360,132
1999,,Ishwar Ganda Drainage Reserve,Local/Community Park,465,113
2001,,Kruger Drainage Reserve,Local/Community Park,29237,799
2003,,Neil Graham Park,Local/Community Park,4055,281
2004,,Richmond Drainage Reserve,Local/Community Park,5834,648
2005,,Monsanto Drainage Reserve,Local/Community Park,288,109
2006,,Aberdare Drainage Reserve,Local/Community Park,322,119
2008,,Tautoru Park,Local/Community Park,9993,408
2010,,Parera Park,Local/Community Park,10307,457
2011,,Putangitangi 2 Drainage Reserve,Local/Community Park,50098,1951
2013,,Francis Mill Park,Local/Community Park,640,117
2014,,Penruddock 1 Drainage Reserve,Local/Community Park,1041,181
2015,,Penruddock 2 Drainage Reserve,Local/Community Park,3866,276
2017,,Caulfield Drainage Reserve,Local/Community Park,18707,1093
2019,,Greenwich 1 Drainage Reserve,Local/Community Park,327,121
2020,,Greenwich 2 Drainage Reserve,Local/Community Park,327,121
2021,,Bronco Park,Local/Community Park,2156,301
2022,,Warhorse Drainage Reserve,Local/Community Park,7923,483
2023,,Noodlum Park,Local/Community Park,4911,310
2024,,Ishwar Ganda Park,Local/Community Park,17698,926
2025,,Ishwar Ganda 2 Drainage Reserve,Local/Community Park,462,113
